MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2018-01-01,ERServices,radiology,Payer F,234847
2018-01-01,ERServices,radiology,Payer O,37675
2018-01-01,ERServices,radiology,Payer S,2306
2018-01-01,ERServices,radiology,Payer UN,6728
2018-01-01,ERServices,radiology,Payer W,39134
2018-01-01,ERServices,radiology diagnostic,Payer UN,1010
2018-01-01,ERServices,radiology diagnostic,Payer S,18126
2018-01-01,ERServices,,Payer CA,0
2018-01-01,ERServices,rheumatology,Payer CA,50
2018-01-01,ERServices,surgery cardiovascular,Payer S,29
2018-01-01,ERServices,surgery,Payer S,581
2018-01-01,ERServices,urology,Payer O,835
2018-01-01,ERServices,radiology vascular interventional,Payer F,44
2018-01-01,ERServices,vascular surgery,Payer F,152
2018-01-01,ERServices,vascular surgery,Payer O,155
2018-01-01,InpatientServices,,Payer F,163500
2018-01-01,InpatientServices,,Payer H,1172655
2018-01-01,InpatientServices,,Payer CA,4327
2018-01-01,InpatientServices,allergy immunology,Payer F,1976
2018-01-01,InpatientServices,allergy immunology,Payer O,2449
2018-01-01,InpatientServices,allergy immunology,Payer CA,76
2018-01-01,InpatientServices,,Payer W,162
2018-01-01,InpatientServices,,Payer CA,2163
2018-01-01,InpatientServices,anesthesiology,Payer H,72946
2018-01-01,InpatientServices,anesthesiology,Payer CA,76802
2018-01-01,InpatientServices,anesthesiology,Payer CO,5728
2018-01-01,InpatientServices,anesthesiology,Payer F,279211
2018-01-01,InpatientServices,anesthesiology,Payer O,191388
2018-01-01,InpatientServices,anesthesiology,Payer S,1600
2018-01-01,InpatientServices,anesthesiology,Payer UN,5524
2018-01-01,InpatientServices,anesthesiology,Payer W,43051
2018-01-01,InpatientServices,,Payer CA,40140
2018-01-01,InpatientServices,,Payer O,693
2018-01-01,InpatientServices,cardiology electrophysiology,Payer CA,6594
2018-01-01,InpatientServices,,Payer CO,4673
2018-01-01,InpatientServices,electrophysiology,Payer F,36105
2018-01-01,InpatientServices,electrophysiology,Payer O,12568
2018-01-01,InpatientServices,electrophysiology,Payer W,5093
2018-01-01,InpatientServices,cardiology,Payer CA,123626
2018-01-01,InpatientServices,cardiology,Payer CO,1215
2018-01-01,InpatientServices,cardiology,Payer F,410702
2018-01-01,InpatientServices,cardiology,Payer O,170720
2018-01-01,InpatientServices,cardiology,Payer UN,3116
2018-01-01,InpatientServices,cardiology,Payer W,103203
2018-01-01,InpatientServices,,Payer B,570
2018-01-01,InpatientServices,cardiothoracic,Payer CA,1082
2018-01-01,InpatientServices,cardiothoracic surgery,Payer F,199292
2018-01-01,InpatientServices,cardiothoracic surgery,Payer O,37446
2018-01-01,InpatientServices,cardiovascular,Payer S,22609
2018-01-01,InpatientServices,surgery cardiovascular,Payer CA,60869
2018-01-01,InpatientServices,surgery cardiovascular,Payer CO,18247
2018-01-01,InpatientServices,,Payer CA,0
2018-01-01,InpatientServices,,Payer CO,5427
2018-01-01,InpatientServices,colon surgery rectal,Payer CA,2265
2018-01-01,InpatientServices,colon surgery rectal,Payer W,4238
2018-01-01,InpatientServices,colorectal surgery,Payer F,19160
2018-01-01,InpatientServices,colorectal surgery,Payer O,7350
2018-01-01,InpatientServices,physical,Payer CA,0
2018-01-01,InpatientServices,critical,Payer W,74880
2018-01-01,InpatientServices,critical,Payer CA,63274
2018-01-01,InpatientServices,critical,Payer F,65598
2018-01-01,InpatientServices,critical,Payer O,13879
2018-01-01,InpatientServices,critical,Payer W,23886
2018-01-01,InpatientServices,critical,Payer S,2576
2018-01-01,InpatientServices,,Payer W,9706
2018-01-01,InpatientServices,dermatology,Payer CA,1563
2018-01-01,InpatientServices,dermatology,Payer F,2180
2018-01-01,InpatientServices,dermatopathology,Payer F,50
2018-01-01,InpatientServices,diagnostic,Payer H,6088
2018-01-01,InpatientServices,diagnostic radiology,Payer CA,18589
2018-01-01,InpatientServices,diagnostic radiology,Payer CO,409
2018-01-01,InpatientServices,psychology,Payer UN,0
2018-01-01,InpatientServices,,Payer CA,533
2018-01-01,InpatientServices,,Payer CA,3231
2018-01-01,InpatientServices,emergency,Payer CO,1507
2018-01-01,InpatientServices,emergency,Payer F,13117
2018-01-01,InpatientServices,emergency,Payer O,1183
2018-01-01,InpatientServices,emergency,Payer S,1355733
2018-01-01,InpatientServices,emergency,Payer CA,8506
2018-01-01,InpatientServices,endocrinology,Payer CA,16115
2018-01-01,InpatientServices,endocrinology,Payer F,33820
2018-01-01,InpatientServices,endocrinology,Payer O,4964
2018-01-01,InpatientServices,endocrinology,Payer W,13931
2018-01-01,InpatientServices,,Payer CA,1196
2018-01-01,InpatientServices,,Payer F,5981
2018-01-01,InpatientServices,,Payer O,1392
2018-01-01,InpatientServices,,Payer W,2230
2018-01-01,InpatientServices,family nurse,Payer CA,279
2018-01-01,InpatientServices,family,Payer CA,61246
2018-01-01,InpatientServices,family,Payer CO,1334
2018-01-01,InpatientServices,family,Payer F,426244
2018-01-01,InpatientServices,family,Payer O,42847
2018-01-01,InpatientServices,family,Payer S,775
2018-01-01,InpatientServices,family,Payer UN,4695
2018-01-01,InpatientServices,family,Payer W,22848
2018-01-01,InpatientServices,gastroenterology,Payer CA,96987
2018-01-01,InpatientServices,gastroenterology,Payer CO,4819
2018-01-01,InpatientServices,gastroenterology,Payer F,116964
2018-01-01,InpatientServices,gastroenterology,Payer O,50943
2018-01-01,InpatientServices,gastroenterology,Payer S,4019
2018-01-01,InpatientServices,gastroenterology,Payer UN,5837
2018-01-01,InpatientServices,gastroenterology,Payer W,20159
2018-01-01,InpatientServices,,Payer S,115086
2018-01-01,InpatientServices,,Payer B,291
2018-01-01,InpatientServices,,Payer CA,3486
2018-01-01,InpatientServices,,Payer O,890
2018-01-01,InpatientServices,,Payer W,7104
2018-01-01,InpatientServices,,Payer CA,4822
2018-01-01,InpatientServices,surgery,Payer CA,121999
2018-01-01,InpatientServices,surgery,Payer CO,1242
2018-01-01,InpatientServices,surgery,Payer F,430484
2018-01-01,InpatientServices,surgery,Payer O,49169
2018-01-01,InpatientServices,surgery,Payer UN,834
2018-01-01,InpatientServices,surgery,Payer W,50090
2018-01-01,InpatientServices,,Payer CA,3227
2018-01-01,InpatientServices,,Payer F,3952
2018-01-01,InpatientServices,,Payer O,1989
2018-01-01,InpatientServices,,Payer S,2471
2018-01-01,InpatientServices,,Payer W,15454
2018-01-01,InpatientServices,oncology gynecology,Payer F,687
2018-01-01,InpatientServices,hematology,Payer F,1262
2018-01-01,InpatientServices,hematology,Payer O,1380
2018-01-01,InpatientServices,hematology,Payer W,11309
2018-01-01,InpatientServices,,Payer CA,57495
2018-01-01,InpatientServices,,Payer CO,1000
2018-01-01,InpatientServices,,Payer F,151704
2018-01-01,InpatientServices,,Payer O,12082
2018-01-01,InpatientServices,,Payer W,17888
2018-01-01,InpatientServices,,Payer F,4253
2018-01-01,InpatientServices,palliative,Payer F,1590
2018-01-01,InpatientServices,palliative,Payer O,4527
2018-01-01,InpatientServices,,Payer CA,10645330
2018-01-01,InpatientServices,,Payer CO,1296775
2018-01-01,InpatientServices,,Payer H,5571354
2018-01-01,InpatientServices,,Payer UN,410118
2018-01-01,InpatientServices,,Payer W,3141073
2018-01-01,InpatientServices,,Payer B,71910
2018-01-01,InpatientServices,,Payer CO,69474
2018-01-01,InpatientServices,,Payer F,259042
2018-01-01,InpatientServices,,Payer O,85856
2018-01-01,InpatientServices,,Payer S,19158
2018-01-01,InpatientServices,,Payer UN,3734
2018-01-01,InpatientServices,,Payer W,25311
2018-01-01,InpatientServices,laboratory,Payer F,753
2018-01-01,InpatientServices,infectious,Payer F,256102
2018-01-01,InpatientServices,infectious,Payer O,79266
2018-01-01,InpatientServices,infectious,Payer B,2982
2018-01-01,InpatientServices,infectious,Payer CA,84351
2018-01-01,InpatientServices,infectious,Payer CO,13873
2018-01-01,InpatientServices,infectious,Payer S,2893
2018-01-01,InpatientServices,infectious,Payer W,35326
2018-01-01,InpatientServices,,Payer F,63874615
2018-01-01,InpatientServices,,Payer O,8074372
2018-01-01,InpatientServices,,Payer B,7142
2018-01-01,InpatientServices,,Payer CA,351565
2018-01-01,InpatientServices,,Payer CO,20334
2018-01-01,InpatientServices,,Payer F,825678
2018-01-01,InpatientServices,,Payer O,235813
2018-01-01,InpatientServices,,Payer S,30446
2018-01-01,InpatientServices,,Payer UN,17272
2018-01-01,InpatientServices,,Payer W,226029
2018-01-01,InpatientServices,cardiovascular,Payer S,2979
2018-01-01,InpatientServices,,Payer S,71
2018-01-01,InpatientServices,gastroenterology,Payer S,2274
2018-01-01,InpatientServices,interventional cardiology,Payer S,6779
2018-01-01,InpatientServices,pulmonary,Payer S,10876
2018-01-01,InpatientServices,interventional cardiology,Payer CA,14867
2018-01-01,InpatientServices,interventional cardiology,Payer F,144027
2018-01-01,InpatientServices,interventional cardiology,Payer O,47094
2018-01-01,InpatientServices,interventional cardiology,Payer W,4901
2018-01-01,InpatientServices,radiology interventional,Payer CA,3151
2018-01-01,InpatientServices,radiology interventional,Payer F,19164
2018-01-01,InpatientServices,radiology interventional,Payer O,10821
2018-01-01,InpatientServices,laboratory,Payer CA,8002
2018-01-01,InpatientServices,laboratory,Payer W,1630
2018-01-01,InpatientServices,,Payer H,1546846
2018-01-01,InpatientServices,mental,Payer F,1130
2018-01-01,InpatientServices,,Payer S,2260
2018-01-01,InpatientServices,neurology,Payer CA,111734
2018-01-01,InpatientServices,neurology,Payer CO,7562
2018-01-01,InpatientServices,neurology,Payer F,166477
2018-01-01,InpatientServices,neurology,Payer O,60347
2018-01-01,InpatientServices,neurology,Payer S,6060
2018-01-01,InpatientServices,neurology,Payer W,66028
2018-01-01,InpatientServices,,Payer CO,154
2018-01-01,InpatientServices,surgery neurology,Payer CA,26654
2018-01-01,InpatientServices,surgery neurology,Payer CO,631
2018-01-01,InpatientServices,neurology,Payer B,407
2018-01-01,InpatientServices,neurology,Payer CA,74172
2018-01-01,InpatientServices,neurology,Payer CO,7075
2018-01-01,InpatientServices,neurology,Payer F,265159
2018-01-01,InpatientServices,neurology,Payer O,33264
2018-01-01,InpatientServices,neurology,Payer S,4797
2018-01-01,InpatientServices,neurology,Payer UN,375
2018-01-01,InpatientServices,neurology,Payer W,30642
2018-01-01,InpatientServices,,Payer F,2526
2018-01-01,InpatientServices,,Payer CA,566
2018-01-01,InpatientServices,neuroradiology,Payer CA,154
2018-01-01,InpatientServices,neuroradiology,Payer O,72
2018-01-01,InpatientServices,neurosurgery,Payer F,181992
2018-01-01,InpatientServices,neurosurgery,Payer O,7166
2018-01-01,InpatientServices,neurosurgery,Payer UN,13462
2018-01-01,InpatientServices,,Payer W,652
2018-01-01,InpatientServices,nuclear,Payer CA,68
2018-01-01,InpatientServices,nuclear,Payer O,303
2018-01-01,InpatientServices,,Payer W,43
2018-01-01,InpatientServices,anesthesiology nurse,Payer H,7010
2018-01-01,InpatientServices,anesthesiology nurse,Payer S,6683
2018-01-01,InpatientServices,nurse,Payer CA,4124
2018-01-01,InpatientServices,nurse,Payer CO,1019
2018-01-01,InpatientServices,family nurse,Payer S,1451
2018-01-01,InpatientServices,nurse,Payer H,30315
2018-01-01,InpatientServices,oncology,Payer CA,1810
2018-01-01,InpatientServices,oncology,Payer F,9805
2018-01-01,InpatientServices,oncology,Payer O,4437
2018-01-01,InpatientServices,oncology,Payer W,6941
2018-01-01,InpatientServices,oncology hematology,Payer UN,278
2018-01-01,InpatientServices,,Payer CO,1690
2018-01-01,InpatientServices,orthopedic,Payer CA,0
2018-01-01,InpatientServices,surgery orthopedic,Payer CA,72125
2018-01-01,InpatientServices,surgery orthopedic,Payer CO,4553
2018-01-01,InpatientServices,surgery orthopedic,Payer F,340088
2018-01-01,InpatientServices,surgery orthopedic,Payer O,146308
2018-01-01,InpatientServices,surgery orthopedic,Payer UN,6792
2018-01-01,InpatientServices,surgery orthopedic,Payer W,32673
2018-01-01,InpatientServices,osteopath,Payer H,33944
2018-01-01,InpatientServices,,Payer CA,25033
2018-01-01,InpatientServices,,Payer UN,81
2018-01-01,InpatientServices,,Payer F,7671
2018-01-01,InpatientServices,,Payer O,4966
2018-01-01,InpatientServices,,Payer UN,2772
2018-01-01,InpatientServices,,Payer W,1758
2018-01-01,InpatientServices,pathology,Payer CA,8127
2018-01-01,InpatientServices,pathology,Payer CO,3263
2018-01-01,InpatientServices,pathology,Payer F,74714
2018-01-01,InpatientServices,pathology,Payer O,27853
2018-01-01,InpatientServices,pathology,Payer S,10208
2018-01-01,InpatientServices,pathology,Payer UN,666
2018-01-01,InpatientServices,pathology,Payer W,15477
2018-01-01,InpatientServices,anatomic pathology,Payer S,551
2018-01-01,InpatientServices,anatomic pathology,Payer S,1391
2018-01-01,InpatientServices,surgery pediatric,Payer F,2282
2018-01-01,InpatientServices,pediatric,Payer CA,1176
2018-01-01,InpatientServices,pediatric,Payer F,1907
2018-01-01,InpatientServices,radiology pediatric,Payer S,676
2018-01-01,InpatientServices,surgery pediatric,Payer S,2644
2018-01-01,InpatientServices,rehab physical,Payer F,35895
2018-01-01,InpatientServices,rehab physical,Payer O,19189
2018-01-01,InpatientServices,rehab physical,Payer CA,3374
2018-01-01,InpatientServices,rehab physical,Payer W,8940
2018-01-01,InpatientServices,therapy physical,Payer H,1202
2018-01-01,InpatientServices,therapy physical,Payer CA,2499
2018-01-01,InpatientServices,therapy physical,Payer UN,0
2018-01-01,InpatientServices,physical,Payer CO,1426
2018-01-01,InpatientServices,physical,Payer H,15638
2018-01-01,InpatientServices,physical,Payer UN,4691
2018-01-01,InpatientServices,physical,Payer CA,33981
2018-01-01,InpatientServices,surgery plastic,Payer CA,0
2018-01-01,InpatientServices,surgery plastic,Payer F,3141
2018-01-01,InpatientServices,surgery plastic,Payer O,2244
2018-01-01,InpatientServices,surgery plastic,Payer W,10222
2018-01-01,InpatientServices,pediatric,Payer CA,11365
2018-01-01,InpatientServices,pediatric,Payer F,11674
2018-01-01,InpatientServices,pediatric,Payer O,11588
2018-01-01,InpatientServices,pediatric,Payer W,2428
2018-01-01,InpatientServices,,Payer CA,0
2018-01-01,InpatientServices,,Payer B,9776
2018-01-01,InpatientServices,psychiatry,Payer B,1964
2018-01-01,InpatientServices,psychiatry,Payer CA,0
2018-01-01,InpatientServices,psychiatry,Payer F,7979
2018-01-01,InpatientServices,psychiatry,Payer O,982
2018-01-01,InpatientServices,psychiatry,Payer W,1411
2018-01-01,InpatientServices,psychiatry neurology,Payer S,1944
2018-01-01,InpatientServices,psychology,Payer O,667
2018-01-01,InpatientServices,pulmonary,Payer F,473605
2018-01-01,InpatientServices,pulmonary,Payer O,334501
2018-01-01,InpatientServices,pulmonary,Payer B,4957
2018-01-01,InpatientServices,pulmonary,Payer CA,138453
2018-01-01,InpatientServices,pulmonary,Payer CO,10432
2018-01-01,InpatientServices,pulmonary,Payer S,4396
2018-01-01,InpatientServices,pulmonary,Payer W,60827
2018-01-01,InpatientServices,pulmonary,Payer B,726
2018-01-01,InpatientServices,pulmonology,Payer UN,2502
2018-01-01,InpatientServices,radiology oncology,Payer CA,4292
2018-01-01,InpatientServices,radiology oncology,Payer F,571
2018-01-01,InpatientServices,radiology,Payer W,12987
2018-01-01,InpatientServices,radiology,Payer CA,204292
2018-01-01,InpatientServices,radiology,Payer CO,2606
2018-01-01,InpatientServices,radiology,Payer F,254905
2018-01-01,InpatientServices,radiology,Payer O,34643
2018-01-01,InpatientServices,radiology,Payer S,454
2018-01-01,InpatientServices,radiology,Payer UN,1320
2018-01-01,InpatientServices,radiology,Payer W,56865
2018-01-01,InpatientServices,radiology diagnostic,Payer S,12510
2018-01-01,InpatientServices,radiology vascular interventional,Payer S,378
2018-01-01,InpatientServices,nurse,Payer S,533
2018-01-01,InpatientServices,rehab,Payer H,5310
2018-01-01,InpatientServices,,Payer CA,0
2018-01-01,InpatientServices,nurse,Payer CA,31265
2018-01-01,InpatientServices,,Payer H,12893
2018-01-01,InpatientServices,sports,Payer CA,6301
2018-01-01,InpatientServices,surgery,Payer S,2114
2018-01-01,InpatientServices,surgery neurology,Payer S,9754
2018-01-01,InpatientServices,oncology surgery,Payer S,1224
2018-01-01,InpatientServices,surgery thoracic,Payer S,0
2018-01-01,InpatientServices,critical surgery,Payer F,16188
2018-01-01,InpatientServices,critical surgery,Payer W,5838
2018-01-01,InpatientServices,oncology surgery,Payer CO,1108
2018-01-01,InpatientServices,,Payer S,1429
2018-01-01,InpatientServices,surgery thoracic cardiovascular,Payer W,28765
2018-01-01,InpatientServices,surgery thoracic,Payer CA,65426
2018-01-01,InpatientServices,surgery thoracic,Payer F,38117
2018-01-01,InpatientServices,surgery thoracic,Payer O,72450
2018-01-01,InpatientServices,surgery thoracic,Payer W,4012
2018-01-01,InpatientServices,,Payer W,1792
2018-01-01,InpatientServices,surgery,Payer O,176
2018-01-01,InpatientServices,,Payer W,0
2018-01-01,InpatientServices,,Payer F,570
2018-01-01,InpatientServices,urology,Payer CA,45146
2018-01-01,InpatientServices,urology,Payer CO,718
2018-01-01,InpatientServices,urology,Payer F,89066
2018-01-01,InpatientServices,urology,Payer O,14845
2018-01-01,InpatientServices,urology,Payer W,17706
2018-01-01,InpatientServices,radiology vascular interventional,Payer F,37
2018-01-01,InpatientServices,vascular surgery,Payer CA,28925
2018-01-01,InpatientServices,vascular surgery,Payer F,63381
2018-01-01,InpatientServices,vascular surgery,Payer O,18043
2018-01-01,InpatientServices,vascular surgery,Payer W,243
2018-01-01,OutpatientServices,,Payer F,12791
2018-01-01,OutpatientServices,,Payer H,346081
2018-01-01,OutpatientServices,,Payer CA,735
2018-01-01,OutpatientServices,ambulance,Payer S,0
2018-01-01,OutpatientServices,ambulatory,Payer S,1380
2018-01-01,OutpatientServices,ambulatory surgery,Payer S,1001
2018-01-01,OutpatientServices,,Payer CA,1783
2018-01-01,OutpatientServices,anesthesiology,Payer H,25077
2018-01-01,OutpatientServices,anesthesiology,Payer B,1362
2018-01-01,OutpatientServices,anesthesiology,Payer CA,77351
2018-01-01,OutpatientServices,anesthesiology,Payer CO,6475
2018-01-01,OutpatientServices,anesthesiology,Payer F,346142
2018-01-01,OutpatientServices,anesthesiology,Payer O,29936
2018-01-01,OutpatientServices,anesthesiology,Payer S,1261
2018-01-01,OutpatientServices,anesthesiology,Payer UN,6803
2018-01-01,OutpatientServices,anesthesiology,Payer W,19766
2018-01-01,OutpatientServices,,Payer CA,1443
2018-01-01,OutpatientServices,cardiology electrophysiology,Payer CA,1466
2018-01-01,OutpatientServices,electrophysiology,Payer F,19272
2018-01-01,OutpatientServices,electrophysiology,Payer O,970
2018-01-01,OutpatientServices,electrophysiology,Payer S,332
2018-01-01,OutpatientServices,electrophysiology,Payer W,11457
2018-01-01,OutpatientServices,cardiology,Payer CA,20926
2018-01-01,OutpatientServices,cardiology,Payer CO,53
2018-01-01,OutpatientServices,cardiology,Payer F,149006
2018-01-01,OutpatientServices,cardiology,Payer O,40873
2018-01-01,OutpatientServices,cardiology,Payer UN,10605
2018-01-01,OutpatientServices,cardiology,Payer W,10572
2018-01-01,OutpatientServices,cardiothoracic,Payer CA,0
2018-01-01,OutpatientServices,cardiothoracic surgery,Payer F,5588
2018-01-01,OutpatientServices,cardiothoracic surgery,Payer O,165
2018-01-01,OutpatientServices,cardiovascular,Payer S,2358
2018-01-01,OutpatientServices,surgery cardiovascular,Payer CA,21603
2018-01-01,OutpatientServices,surgery cardiovascular,Payer CO,4337
2018-01-01,OutpatientServices,,Payer CO,850
2018-01-01,OutpatientServices,physical,Payer CA,535
2018-01-01,OutpatientServices,dermatopathology,Payer F,864
2018-01-01,OutpatientServices,diagnostic,Payer H,4381
2018-01-01,OutpatientServices,diagnostic radiology,Payer CA,6608
2018-01-01,OutpatientServices,diagnostic radiology,Payer CO,1981
2018-01-01,OutpatientServices,dialysis,Payer H,173402
2018-01-01,OutpatientServices,,Payer CA,409
2018-01-01,OutpatientServices,,Payer CA,9830
2018-01-01,OutpatientServices,emergency,Payer F,2656
2018-01-01,OutpatientServices,emergency,Payer O,604
2018-01-01,OutpatientServices,emergency,Payer S,1764
2018-01-01,OutpatientServices,emergency,Payer S,420870
2018-01-01,OutpatientServices,emergency,Payer CA,1046
2018-01-01,OutpatientServices,emergency,Payer W,2496
2018-01-01,OutpatientServices,,Payer CA,23186
2018-01-01,OutpatientServices,,Payer F,46253
2018-01-01,OutpatientServices,family,Payer CA,5291
2018-01-01,OutpatientServices,family,Payer F,74757
2018-01-01,OutpatientServices,family,Payer O,24229
2018-01-01,OutpatientServices,family,Payer S,5567
2018-01-01,OutpatientServices,family,Payer W,5152
2018-01-01,OutpatientServices,gastroenterology,Payer CA,26030
2018-01-01,OutpatientServices,gastroenterology,Payer CO,2797
2018-01-01,OutpatientServices,gastroenterology,Payer F,30350
2018-01-01,OutpatientServices,gastroenterology,Payer O,8444
2018-01-01,OutpatientServices,gastroenterology,Payer S,1139
2018-01-01,OutpatientServices,gastroenterology,Payer W,3473
2018-01-01,OutpatientServices,,Payer S,35674
2018-01-01,OutpatientServices,,Payer CA,946
2018-01-01,OutpatientServices,,Payer W,655
2018-01-01,OutpatientServices,surgery,Payer CA,24377
2018-01-01,OutpatientServices,surgery,Payer CO,235
2018-01-01,OutpatientServices,surgery,Payer F,86474
2018-01-01,OutpatientServices,surgery,Payer O,13866
2018-01-01,OutpatientServices,surgery,Payer UN,5655
2018-01-01,OutpatientServices,surgery,Payer W,10982
2018-01-01,OutpatientServices,,Payer F,1387
2018-01-01,OutpatientServices,,Payer O,626
